Ticker,Company Name,Stock Exchange,Domiciled,Mine Location Country,Mine Location State/Region,Company Type,Primary Assets,Au/Ag Role,Primary Commodity,Notes
IPT,IMPACT Silver Corp.,TSX.V,Canada,Mexico,"Guerrero, Querétaro",Producer (mid-tier),"Royal Mines of Zacualpan District MX (10+ historic mines revived, ~1Moz Ag/yr); Capire mill MX hub; Plomosas Ag-Pb-Zn MX; El Refugio MX",Primary,Silver,~$60M mkt cap; district-scale silver in Guerrero+Querétaro Mexico; Royal Mines Zacualpan 10+ historic mines revived; Capire mill hub strategy; CEO Fred Davidson; low AISC from high-grade veins; strong Ag price leverage; TSX.V: IPT
SSRM,SSR Mining Inc.,NASDAQ / TSX,USA,"Turkey, USA, Canada, Argentina","Çöpler TR, Marigold NV, Seabee SK, Puna AR",Producer (mid-tier),"Çöpler TR (40%, heap leach; FATAL FAILURE Feb 2024 — suspended, cyanide spill), Marigold NV, Seabee SK (high-grade underground Au), Puna AR (Ag-Pb-Zn, ~10Moz/yr)",Primary,Silver,~$2.5B mkt cap; Puna AR primary silver ~10Moz/yr; Çöpler TK failure Feb 2024 = massive liability+reputation damage; CEO replaced; Marigold NV + Seabee SK operating; significant liability uncertainty from Çöpler; NASDAQ: SSRM; TSX: SSRM; Puna silver meaningful if isolated
VZLA,Vizsla Silver Corp.,NYSE / TSX,Canada,Mexico,Sinaloa,Developer,Panuco Ag-Au District MX (Sinaloa; 302Moz AgEq resource; PEA 2023; district-scale with 10+ veins; 25-50Moz Ag/yr potential); active 2025-2026 drill program; rapid resource growth,Primary,Silver,~$800M mkt cap; Panuco Sinaloa MX = fastest-growing junior silver resource 2021-2025; 302Moz AgEq growing; PEA shows strong economics; CEO Michael Konnert; Sinaloa prolific silver belt; NYSE: VZLA; TSX: VZLA; top silver developer globally
DV,Dolly Varden Silver Corporation,TSX.V / NYSE,Canada,Canada,British Columbia,Explorer/Developer,"Kitsault Valley Project BC (Golden Triangle; Dolly Varden + Homestake Ridge properties; Wolf Vein, Torbrit, Homestake deposits; 56,131m drilled 2025; 165Moz AgEq resource growing)",Primary,Silver,"~$600M mkt cap; merger with Contango ORE (CTGO) Dec 2025 = creates North American high-grade Au-Ag mid-tier producer; 56,131m drilled 2025; exceptional Wolf Vein high-grade drill results; CEO Shawn Khunkhun; Golden Triangle BC; TSX.V: DV; NYSE American: DVS"
OCG,Outcrop Silver & Gold Corp.,TSX.V,Canada,Colombia,Tolima,Explorer/Developer,Santa Ana Ag project CO (highest-grade silver property in Colombia; NI 43-101 resource defined; multi-zone system; Tolima dept; ongoing drill campaign 2025 expanding all zones),Primary,Silver,~$80M mkt cap; Santa Ana CO primary silver = high-grade epithermal system; maiden MRE defined; ongoing drilling expanding resource; Colombia jurisdiction improving; CEO Joseph Hebert; TSX.V: OCG; OTCQB: OCGSF
CALI,Callinex Mines Inc.,TSX.V / OTCQB,Canada,Canada,Manitoba,Explorer/Developer,Pine Bay Ag-Cu-Zn Project MB (VHMS discovery; adjacent Flin Flon mining camp; near HudBay Minerals infrastructure); Contact Lake (Au) MB,Primary,Silver,~$30M mkt cap; Pine Bay MB VHMS Ag-Cu-Zn; adjacent to HudBay Flin Flon infrastructure; TSX.V: CNX; OTCQB: CLLXF
GRS,GR Silver Mining Ltd.,TSX.V / OTCQB,Canada,Mexico,Sinaloa,Explorer/Developer,Plomosas Ag-Au-Pb-Zn MX (Sinaloa; 162Moz AgEq resource; multiple high-grade silver veins; adjacent to First Majestic's San Dimas district); district-scale exploration,Primary,Silver,~$80M mkt cap; Plomosas MX Sinaloa adjacent San Dimas; 162Moz AgEq resource; high-grade Ag veins; CEO Eric Zaunscherb; TSX.V: GRSL; OTCQB: GRSLF
AFC,Aftermath Silver Ltd.,TSX.V / OTCQB,Canada,"Chile, Argentina","Antofagasta CL, Mendoza AR",Explorer/Developer,"Berenguela Ag-Cu-Mn Chile (large resource, advancing drill program); Cachinal Ag-Au CL (PEA stage); El Plomo AR silver; multi-project South American silver developer",Primary,Silver,~$50M mkt cap; Berenguela CL large Ag-Cu-Mn resource; Cachinal CL PEA stage; multiple South American silver assets; CEO Michael Williams; TSX.V: AAG; OTCQB: AAGFF
PGC,Precipitate Gold (Silver note),Note,N/A,N/A,N/A,Note,Precipitate Gold (TSX.V: PG) is primarily a gold explorer (Dominican Republic). Not a silver company. See PRCP in Gold tab.,Primary,Silver,Remove from silver tab — Precipitate is a gold explorer. See gold tab entry PRCP.
GUAG,Guanajuato Silver Company Ltd.,TSX.V / OTCQB,Canada,Mexico,Guanajuato,Producer (mid-tier),"El Cubo Ag-Au mine MX (Guanajuato; past-producing Endeavour mine, restarted 2021); Valenciana Ag-Au MX; high-grade Mexican silver mines restart model",Primary,Silver,~$100M mkt cap; El Cubo MX restart ongoing — ramping production; Guanajuato Mexico historic silver district; CEO James Anderson; TSX.V: GSVR; OTCQB: GSVRF; veteran mining district approach; multiple high-grade veins
SCZ,Santacruz Silver Mining Ltd.,TSX.V / OTCQB,Canada,Bolivia,"Oruro, Potosí",Producer (mid-tier),"Caballo Blanco Group BO (Tres Amigos, Reserva, Colquechaquita, Bolivar mines; acquired from Glencore 2022); ~8-10Moz Ag/yr; high-AISC Bolivia operations",Primary,Silver,~$100M mkt cap; Bolivia silver production 8-10Moz/yr; acquired Glencore Bolivia assets 2022 (Tres Amigos + Bolivar); CEO Arturo Préstamo Elizondo; Bolivia political risk; high AISC; TSX.V: SCZ; OTCQB: SZSMF
KTN,Kootenay Silver Inc.,TSX.V,Canada,Mexico,"Chihuahua, Sonora",Explorer/Developer,Columba Ag-Au MX (high-grade; 503 g/t Ag over 10m in 2025 drill results; Chihuahua); La Cigarra Ag MX (PEA stage); Sonora silver targets,Primary,Silver,~$30M mkt cap; Columba MX high-grade — 503 g/t Ag drill intercepts 2025; La Cigarra MX PEA stage; Chihuahua+Sonora Mexico portfolio; CEO James McDonald; TSX.V: KTN
BKRR,Blackrock Silver Corp.,TSX.V / OTCQB,Canada,USA,Nevada,Explorer/Developer,Tonopah West Ag-Au NV (Walker Lane; Ag-rich epithermal vein system; growing resource adjacent to historic Tonopah mines); Silver Cloud NV; Nevada low-risk jurisdiction,Primary,Silver,~$80M mkt cap; Tonopah West NV adjacent to historic Tonopah district (formerly world's leading Ag producer); Ag-rich epithermal veins; CEO Andrew Pollard; TSX.V: BRC; OTCQB: BKRRF; Walker Lane Nevada = strong jurisdiction
LODE,Comstock Inc.,NYSE American,USA,USA,Nevada,Producer,Comstock Silver District NV: historic silver-gold district Virginia City area; large land package; multiple historic mines; lode gold+silver mining resumption; environmental solutions also,Primary,Silver,~$100M mkt cap; historic Comstock Lode NV — one of world's most famous silver districts; multiple historic mines; CEO Corrado De Gasperis; also developing mercury cleanup and environmental tech; NYSE American: LODE
NPM,New Pacific Metals Corp.,NYSE / TSX,Canada,Bolivia,Oruro,Developer,Silver Sand Ag BO (large undeveloped; 328Moz Ag resource M+I; one of world's largest undeveloped Ag deposits; robust PEA completed),Primary,Silver,~$300M mkt cap; Silver Sand BO = 328Moz Ag M+I; one of largest undeveloped Ag deposits globally; Bolivia political risk is key overhang; CEO Rui Feng (Silvercorp); strong technical work with challenging jurisdiction; NYSE: NEWP; TSX: NUAG
AYA,Aya Gold & Silver Inc.,TSX,Canada,Morocco,Taroudant Province,Producer (mid-tier),"Zgounder Ag Mine MA (high-grade primary Ag; expansion from 700tpd to 2700tpd complete 2024, ~8-10Moz Ag/yr target); Boumadine Ag-Au MA (exploration); Morocco district",Primary,Silver,~$700M mkt cap; Zgounder MA expansion 700→2700tpd completed 2024; one of fastest-growing silver producers; CEO Benoit La Salle; Morocco jurisdiction positive; TSX: AYA; expansion doubles production 2024-2025
DEF,Defiance Silver Corp.,TSX.V,Canada,Mexico,Zacatecas,Explorer,Zacatecas Ag Project MX (historic district; San Acacio zone; growing high-grade silver system in prolific Zacatecas belt),Primary,Silver,~$20M mkt cap; Zacatecas MX historic silver district explorer; TSX.V: DEF
SXM,Silver X Mining Corp.,TSX.V / OTCQB,Canada,Peru,Pasco Region,Explorer/Developer,Nueva Recuperada Ag-Pb-Zn PE (Pasco; historic mine restart + exploration; Ag-Pb-Zn polymetallic); expansion of production at Nueva Recuperada 2024-2025,Primary,Silver,~$30M mkt cap; Nueva Recuperada PE restart; Pasco Peru Ag-Pb-Zn; TSX.V: AGX; OTCQB: AGXPF
TZZ,Silver Tiger Metals Inc.,TSX.V / OTCQX,Canada,Mexico,Sonora,Explorer,"El Tigre Ag-Au District MX (Sonora; bonanza-grade intercepts 25,000 g/t AgEq over 8m; growing multi-zone resource; Altar district 700km²)",Primary,Silver,"~$150M mkt cap; El Tigre MX = some of highest-grade Ag drill holes globally (25,000 g/t AgEq); CEO Glenn Jessome; growing resource multi-zone; Sonora Mexico; OTCQX: SLVTF; TSX.V: SLVTF"
SSV,Southern Silver Exploration Corp.,TSX.V,Canada,Mexico,Chihuahua,Explorer,Cerro Las Minitas Ag-Pb-Zn-Au MX (large polymetallic system; ~500Moz AgEq resource; PEA planned); Chinchillas AR (stalled); Goldstrike UT (Au-Ag),Primary,Silver,~$30M mkt cap; Cerro Las Minitas MX ~500Moz AgEq large polymetallic; PEA planned; Chihuahua Mexico; CEO Jason Coles; TSX.V: SSV
MXG,Minaurum Gold Inc.,TSX.V,Canada,Mexico,Sonora,Explorer,"Alamos Ag Project MX (Sonora; 12.35m @ 408 g/t AgEq incl 1,277 g/t AgEq in 250m step-out 2025); growing high-grade silver system; Minera Cascabel JV",Primary,Silver,~$40M mkt cap; Alamos Ag MX Sonora; step-out 250m expansion 2025; high-grade Ag; Minera Cascabel private Mexico operator JV; CEO Normand Champigny; TSX.V: MGG
BKRC,Brixton Metals Corporation,TSX.V / OTCQB,Canada,Canada,British Columbia,Explorer,"Langis Ag Project BC (Golden Triangle; 5,791 g/t Ag over 1.75m within 721.4 g/t Ag over 14.45m — exceptional grade); Atlin Goldfields BC; Thorn BC",Primary,Silver,~$30M mkt cap; Langis BC exceptional silver grades in Golden Triangle; TSX.V: BBB; OTCQB: BXMTF; also Atlin Au-Ag BC; strong grade results 2025
PCIF,Pacifica Silver Corp.,TSX.V,Canada,Mexico,Chihuahua,Explorer,Claudia Ag-Au MX (Chihuahua; multiple high-grade Ag-Au intercepts at Aguilareña zone; growing drill success 2025),Primary,Silver,~$20M mkt cap; Claudia MX multiple high-grade Ag-Au intercepts 2025; Chihuahua Mexico; CEO; TSX.V: PAC
MVCO,Silver Spruce Resources Inc.,TSX.V,Canada,Canada,Newfoundland,Explorer,Punitaqui Ag-Cu CL; Newfoundland gold-silver targets; early-stage explorer,Primary,Silver,Early-stage explorer TSX.V: SSE
ASTR,Astra Exploration Ltd.,TSX.V,Canada,Argentina,Mendoza,Explorer,La Manchuria Ag MX: 6.3m @ 837 g/t Ag + 3.32 g/t Au new discovery 2025; emerging high-grade silver-gold discovery Argentina,Primary,Silver,~$20M mkt cap; La Manchuria MX new discovery 2025 — 837 g/t Ag bonanza intercept; Argentina exploration; TSX.V: ASTR
CAPT,Capitan Silver Corp.,TSX.V / OTCQB,Canada,Mexico,Chihuahua,Explorer,"Cruz De Plata Ag Project MX (Chihuahua; 2,451 g/t AgEq over 1.5m within 684 g/t AgEq over 9.1m; consistent high-grade results 2025; new zone high-grade)",Primary,Silver,~$40M mkt cap; Cruz De Plata MX consistent high-grade Ag-Au results 2025; Chihuahua Mexico; CEO; TSX.V: CAPT; OTCQB: CAPTF
XSR,Silver One Resources Inc.,TSX.V / OTCQB,Canada,"USA, Mexico","Nevada, Sonora",Explorer/Developer,Candelaria Ag Project NV (past-producing Walker Lane high-grade Ag vein; restart feasibility); Peñoles de Plata MX Sonora; Nevada + Mexico dual jurisdiction,Primary,Silver,~$50M mkt cap; Candelaria NV Walker Lane past-producing Ag vein restart; CEO Greg Crowe; TSX.V: SVE; OTCQB: SLVRF
SLCO,Silverton Metals Corp.,TSX.V,Canada,Colombia,Antioquia,Explorer,Cooke Mountain Ag-Au-Pb-Zn CO (inaugural 250Moz AgEq inferred 2024; Silverton vein corridor; district-scale NW Colombia),Primary,Silver,~$100M mkt cap; Cooke Mountain CO 250Moz AgEq inaugural resource 2024; district-scale Colombia; CEO Chris Ackerman; TSX.V: SLCO; Antioquia Colombia established mining jurisdiction
CDPR,Cerro de Pasco Resources Inc.,TSX.V / OTCQB,Canada,Peru,Pasco Region,Developer,Quiulacocha Ag-Zn-Pb tailings PE (surface use agreement Dec 2025; historical tailings reprocessing; 90+Moz Ag historic estimate); high-grade Ag-rich urban tailings project,Primary,Silver,~$30M mkt cap; Quiulacocha PE tailings retreatment — surface rights Dec 2025; large historical Ag-Zn-Pb tailings deposit adjacent Cerro de Pasco city; CEO Guy Goulet; TSX.V: CDPR; OTCQB: GPPRF
MRB,Magma Silver Corp.,TSX.V,Canada,Peru,Apurímac Region,Explorer,Niñobamba Ag-Au Project PE (Apurímac; advanced exploration; precious metal focus Peru); building high-grade silver resource Andean belt,Primary,Silver,~$20M mkt cap; Niñobamba PE advanced silver-gold exploration; Peru Andean belt; CEO; TSX.V: MGMA; building resource toward PEA
SGM,Sierra Madre Gold and Silver Ltd.,TSX.V / OTCQX,Canada,Mexico,Chihuahua,Producer (mid-tier),La Guitarra Ag-Au MX (Chihuahua; mining fresh ore + higher-grade areas by year-end 2025 per VSA Capital report; restarting production; high-grade historic mine),Primary,Silver,~$50M mkt cap; La Guitarra MX restart; fresh ore + higher-grade focus 2025; CEO Alexander Langer; TSX.V: SM; OTCQX: SMDRF
VZZ,Vizsla Copper (separate from VZLA),Note,N/A,N/A,N/A,Note,Vizsla Copper Corp (TSX.V: VCU) is a COPPER explorer — separate from Vizsla Silver (VZLA). Do not confuse.,Primary,Silver,Note: VCU = Vizsla Copper (separate company from VZLA = Vizsla Silver). Different companies.
SAND,Sandstorm Gold Royalties (Gold+Silver),NYSE / TSX,Canada,Global,"Americas, Africa, Australia",Royalty/Streaming,200+ royalties; Hod Maden TK Au cornerstone (3.6Moz); Aurizona BR stream; Santa Elena MX Ag-Au stream; both gold and silver streams contributing meaningfully to revenue,Both,Gold+Silver,"Note: SAND classified as Gold (>50%) in Gold tab. Listed here also because Santa Elena MX Ag stream + other silver royalties meaningful. Check revenue split annually. If silver component grows, may reclassify."
TFPM,Triple Flag Precious Metals (Gold+Silver),NYSE / TSX,Canada,Global,"Americas, Australia",Royalty/Streaming,Cerro Lindo PE Ag stream + gold/platinum streams; balanced precious metals portfolio; CEO Shaun Usmar; gold dominant but silver component meaningful,Both,Gold+Silver,Cross-reference: TFPM classified as Gold (primary) in Gold tab. Listed here as reference due to silver stream at Cerro Lindo. Check annual revenue split.
SSL,Sandstorm Gold (TSX:SSL),Note,Canada,Global,Global,Note,TSX ticker SSL = Sandstorm Gold Royalties. NYSE ticker SAND. Same company. See SAND entry in Gold tab.,Both,Gold+Silver,SSL (TSX) = SAND (NYSE) = Sandstorm Gold Royalties. See SAND entry in Gold tab for full details.
FNLPF,Fortuna Silver Mines Inc.,NYSE / TSX,Canada,"Americas, West Africa","Peru, Mexico, Argentina, Côte d'Ivoire, Senegal",Producer (mid-tier),"San Jose MX (Ag-Au), Caylloma PE (Ag-Zn-Pb), Séguéla CI (gold new 2023), Yaramoko BF (divesting), Diamba Sud SN dev; transitioning Ag→gold balanced",Both,Gold+Silver,~$2.5B mkt cap; NYSE: FSM; TSX: FVI; Séguéla CI gold mine opened 2023 transforms revenue mix; CEO Jorge Ganoza Durant; now ~45-50% silver / 45-50% gold revenue — genuinely balanced; Caylloma PE Ag-Zn-Pb; Yaramoko BF divestment streamlines
AYA2,Aya Gold & Silver (Gold component note),Note,Canada,Morocco,Taroudant Province,Note,AYA primarily silver — see Silver tab entry. Boumadine MA property has meaningful Au. Classified Silver tab due to Zgounder primary silver revenue >50%.,Both,Gold+Silver,See Silver tab AYA entry. Classified as Silver primary due to Zgounder mine revenue dominance.
SSO,Avino Silver & Gold Mines Ltd.,NYSE / TSX,Canada,"Mexico, Canada","Durango, British Columbia",Producer (mid-tier),Avino Mine MX (Durango; Ag-Au-Cu; growing production to 3-4Moz AgEq/yr; record 2025 results); La Preciosa MX (Ag-Cu dev; advancing to production); San Gonzalo MX,Both,Gold+Silver,~$200M mkt cap; Avino Mine MX multi-metal Ag-Au-Cu; record 2025 results; CEO David Wolfin; La Preciosa advancing; NYSE: ASM; TSX: ASM; genuinely balanced Ag+Au exposure; key difference from pure silver is Cu component
AXU,Alexco Resource Corp.,Note,Canada,Canada,Yukon,Note,Acquired by Hecla Mining (NYSE: HL) in 2022 for C$105M. Keno Hill YK silver assets now inside Hecla's portfolio. AXU ticker delisted. See HL entry in Silver tab.,Both,Gold+Silver,Historical: Alexco acquired by Hecla Mining (HL) 2022. Keno Hill YK now part of HL. See HL entry.
SVL,Silverton Metals (SLCO on TSX.V),Note,N/A,N/A,N/A,Note,TSX.V: SLCO = Silverton Metals Corp. See SLCO entry in Silver tab.,Both,Gold+Silver,Same as SLCO entry in Silver tab.
SKE2,Skeena Resources (Gold+Silver note),Note,Canada,Canada,British Columbia,Note,"Eskay Creek BC: ~10Moz AuEq total, but 80Moz Ag component meaningful. Classified in Gold tab (gold-dominant revenue projection). Relevant here for silver content.",Both,Gold+Silver,See Gold tab SKE entry. Eskay Creek has ~80Moz Ag component — high-silver gold mine. Could reclassify to 'Both' tab once production data available.
GGD,GoGold Resources Inc. (Gold+Silver),TSX,Canada,Mexico,"Jalisco, Durango",Explorer/Developer,"Los Ricos North+South Jalisco MX (11Moz AuEq Ag-Au; classified Gold tab >50% Au), Parral Ag tailings MX (1.5Moz Ag/yr cash flow — significant silver); dual precious metals",Both,Gold+Silver,TSX: GGD. Classified in Gold tab but Parral tailings generate meaningful Ag cash flow. GGD is a valid 'Both' name — Los Ricos is Au-dominant but Parral is Ag-dominant. Listed here for reference; primary listing in Gold tab.
SIE,Sierra Madre Gold and Silver (Note),Note,Canada,Mexico,Chihuahua,Note,TSX.V: SM. See SLCO entry in Silver Explorers section and SGM entry in Silver Developers section. Correct ticker is SM / SMDRF.,Both,Gold+Silver,La Guitarra MX is Au-Ag. See SGM entry in Silver tab.
PHSM,WisdomTree Physical Precious Metals,LSE,UK,UK,HSBC London vaults,Physical ETF,"Multi-metal ETP: Gold 57.5%, Silver 29.5%, Platinum 8.5%, Palladium 4.5%; London vaults; GBP/USD/EUR classes; combined precious metals exposure",Both,Gold+Silver,WisdomTree Physical Precious Metals Basket ETP; ~A$400M AUM; 57.5% gold + 29.5% silver (combined >50% of basket); popular for investors wanting all 4 precious metals exposure; LSE listed: PHPM; multiple European exchanges
MNY,iShares Physical Metals Basket ETC,LSE,UK,UK,JP Morgan vaults,Physical ETF,LSE-listed multi-metal basket ETC; gold+silver+platinum+palladium; physically backed; iShares/BlackRock; diversified precious metals basket exposure,Both,Gold+Silver,BlackRock iShares multi-precious-metal ETC; London listed; physically backed; good for investors wanting balanced precious metals basket without commodity futures exposure
DV2,Dolly Varden Silver (cross-reference),Note,Canada,Canada,British Columbia,Note,DV primarily silver (Golden Triangle BC). Homestake deposit has high gold too. Classified Silver tab. Post-CTGO merger = combined Au-Ag company. Watch post-merger revenue split.,Both,Gold+Silver,DV is Silver-primary but post-Contango merger (Dec 2025) the combined entity will have meaningful AK gold (Lucky Shot) + BC silver. Revenue split post-merger may shift to 'Both'. Monitor.
AGV,Agnico Eagle (strategic stakes — note),Note,Canada,Canada,Various,Note,AEM has taken strategic equity stakes in multiple Canadian junior gold explorers 2024-2025 (noted in MINING.COM reporting). These juniors are not named here but AEM's treasury investment validates their projects.,Both,Gold+Silver,AEM strategic stakes in multiple unnamed Canadian gold juniors 2024-2025. Cross-reference AEM entry in Gold tab. These juniors may become AEM acquisition targets.
GGG,Golconda Gold Ltd.,TSX.V,Canada,"South Africa, USA","Barberton Greenstone Belt ZA, New Mexico USA",Producer (mid-tier),"Galaxy Au Mine ZA (Barberton Greenstone Belt; 13,020 oz Au produced 2025 +69% YoY); Summit high-grade Ag-Au mine NM (restart H2 2026; planned spinout as standalone US Ag-Au co)",Both,Gold+Silver,~$100M mkt cap; 646% TSXV 50 2025 gain; Galaxy ZA tripling production target; Summit NM high-grade Ag-Au restart 2026; planned Summit spinout as standalone US company; CEO; dual ZA gold + US silver-gold; TSX.V: GG
AGSTF,Andean Precious Metals Corp.,TSX.V / OTCQB,Canada,"Bolivia, Argentina, Chile","Potosí BO, Salta AR",Producer (mid-tier),"San Bartolomé Ag mine BO (4Moz Ag/yr; operated by Coeur Mining originally, now Andean); exploring Argentina+Chile Au-Ag targets",Both,Gold+Silver,~$150M mkt cap; San Bartolomé BO = significant silver production; Argentina+Chile Au-Ag exploration; CEO Alberto Morales; TSX.V: NPM; OTCQB: AGSTF; Bolivia political risk but established mine
TRX,Torchlight Energy (not gold/silver),Note,N/A,N/A,N/A,Note,TRX is not a gold or silver company. Remove from database.,Both,Gold+Silver,Remove — not relevant to precious metals database.
